-,,,,,,,,,,,,,,,,,,,,,-
,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,TNP,TN,TN,TN,TN,TN,TNE,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,,,,,,,,,,,,,,,,,,,C,
,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
-,,,,,,,,,,,,,,,,,,,,,-
